Degree,Min,Max,Range
1,no
2,no
3,no
4,no
5,no
6,no
7,no
8,no
9,no
10,no
11,no
12,no
13,no
14,no
15,no
16,no
17,no
18,no
19,no
20,no
21,no
22,no
23,no
24,no
25,no
26,no
27,-0.011066270476148055,1.0010749584846002,1.0121412289607483
28,-0.0027931156156240644,1.000056055366621,1.002849170982245
29,-0.01030158709361656,0.9990679237535977,1.0093695108472143
30,-0.002604335252153478,0.9999544100168505,1.002558745269004
31,-0.009635834228221674,1.000815884142722,1.0104517183709436
32,-0.0024395919691175827,1.000037575077554,1.0024771670466717
33,-0.009050966364078317,0.9992798711748395,1.0083308375389177
34,-0.002294549132136725,0.9999686664169729,1.0022632155491096
35,-0.008533078141292616,1.0006402859050572,1.0091733640463498
36,-0.0021658580302498787,1.0000264010270727,1.0021922590573227
37,-0.008071280890765031,0.9994269833177798,1.0074982642085448
38,-0.002050890960978935,0.999977548431412,1.0020284393923908
39,-0.007656925501838274,1.0005158140239647,1.0081727395258029
40,-0.0019475561642773864,1.0000192520361977,1.0019668082004751
41,-0.007283055811317274,0.9995332342712531,1.0068162900825703
42,-0.0018541681058529824,0.9999833674139406,1.0018375355197935
43,-0.006944011245431092,1.0004243928625554,1.0073684041079864
44,-0.001769352297739668,1.0000144675136253,1.001783819811365
45,-0.00663514064521753,0.9996124628932403,1.006247603538458
46,-0.0016919772159127988,0.999987337568279,1.0016793147841918
47,-0.006352586932813875,1.0003552808467369,1.0067078677795507
48,-0.0016211025451278727,1.0000111455341714,1.0016322480792992
49,-0.006093122420609498,0.9996731104367779,1.0057662328573873
50,-0.001555940295518643,0.9999901384629688,1.0015460787584876
51,-0.005854028180413751,1.0003017696874503,1.0061557978678641
52,-0.0014958249985094763,1.000008767408507,1.0015045924070165
53,-0.005632994300235561,0.9997205626472617,1.0053535569474974
54,-0.001440191565533211,0.9999921706851589,1.001432362250692
55,-0.005428048392683571,1.0002594949382637,1.0056875433309473
56,-0.001388555452878415,1.000007020406105,1.0013955758589832
57,-0.005237496117723561,0.9997583867386877,1.0049958828564112
58,-0.0013404999354732494,0.9999936808092663,1.0013341807447396
59,-0.0050598714942654,1.0002255179155592,1.0052853894098246
60,-0.0012956648821873529,1.0000057083284166,1.001301373210604
61,-0.0048939021685929784,0.9997890213121192,1.0046829234807122
62,-0.0012537363755900643,0.999994826275995,1.001248562651585
63,-0.0047384770528803855,1.0001978012858321,1.0049362783387126
64,-0.0012144405397722102,1.000004703840555,1.0012191443803273
65,-0.0045926221400388045,0.9998141791832559,1.0044068013232947
66,-0.001177536141524993,0.9999957108263295,1.0011732469678545
67,-0.004455479606588042,1.0001748966070498,1.004630376213638
68,-0.0011428113293853182,1.0000039218457188,1.001146733175104
69,-0.004326291090056389,0.9998350919438486,1.004161383033905
70,-0.0011100783416063686,0.9999964047099328,1.0011064830515393
71,-0.004204384345765422,1.0001557512952495,1.004360135641015
72,-0.0010791702321648056,1.0000033040034504,1.0010824742356152
73,-0.004089161983033718,0.9998526635226237,1.0039418255056574
74,-0.0010499385255925975,0.9999969566496018,1.0010468951751943
75,-0.003980086395361182,1.0001395855659907,1.0041196719613519
76,-0.0010222504812593125,1.000002809407689,1.0010250598889483
77,-0.003876679525373461,0.9998675694800293,1.0037442490054027
78,-0.0009959863585454753,0.9999974011601134,1.0009933875186587
79,-0.0037785104831211114,1.0001258117958662,1.0039043222789874
80,-0.0009710394210673545,1.0000024087991248,1.0009734482201922
81,-0.0036851908061525385,0.9998803228944542,1.0035655137006068
82,-0.0009473124901055452,0.9999977631560778,1.0009450756461833
83,-0.0035963698752258244,1.0001139803807326,1.0037103502559583
84,-0.0009247187790059064,1.0000020808731365,1.0009267996521425
85,-0.003511730460166562,0.999891319094151,1.0034030495543176
86,-0.0009031780939171008,0.9999980609281462,1.0009012390220633
87,-0.0034309843745374824,1.000103742588756,1.0035347269632935
88,-0.0008826189734298384,1.0000018098669317,1.0008844288403616
89,-0.0033538682221868066,0.9999008666552235,1.0032547348774103
90,-0.0008629760467485648,0.9999983081097703,1.0008612841565188
91,-0.003280142367456995,1.0000948245744117,1.0033749669418688
92,-0.0008441885406242355,1.0000015839481229,1.0008457724887472
93,-0.003209588532676111,0.9999092092812644,1.0031187978139404
94,-0.0008262026858071314,0.9999985150039399,1.000824717689747
95,-0.003142006454425861,1.0000870088796077,1.0032290153340335
96,-0.00080896744325748,1.0000013941172996,1.000810361560557
97,-0.0030772117724596204,0.9999165415059275,1.002993753278387
98,-0.0007924370217584631,0.9999986894949718,1.0007911265167304
99,-0.0030150357426716456,1.0000801210543262,1.003095156796998
100,-0.0007765688080322297,1.000001233447274,1.0007778022553064
101,-0.002955322397412641,0.9999230201339031,1.0028783425313157
102,-0.0007613243337752373,0.9999988376858318,1.000760162019607
103,-0.002897929138029276,1.0000740198395008,1.0029719489775302
104,-0.0007466671181580731,1.0000010965470993,1.0007477636652573
105,-0.0028427218342435556,0.9999287726924728,1.0027714945267163
106,-0.0007325634639682166,0.999998964350526,1.0007315278144944
107,-0.002789580033147998,1.0000685898680328,1.002858169901181
108,-0.0007189837042876901,1.0000009791788582,1.0007199628831458
109,-0.0027383880192015098,0.9999339037541823,1.002672291773384
110,-0.0007058982365167887,0.9999990732598208,1.0007049714963376
111,-0.0026890407263883698,1.000063736171958,1.0027527768983464
112,-0.000693280710888422,1.0000008779799219,1.0006941586908102
113,-0.0026414405156299225,0.9999384997220663,1.0025799402376963
114,-0.0006811062926501688,0.9999991674188616,1.0006802737115117
115,-0.0025954978763989,1.0000593800025197,1.0026548778789186
116,-0.0006693527475399308,1.0000007902590884,1.0006701430066283
117,-0.002551124408317007,0.9999426324902725,1.0024937568985894
118,-0.0006579977931209791,0.9999992492425127,1.0006572470356336
119,-0.002508244001142579,1.0000554556163255,1.002563699617468
120,-0.0006470220520299885,1.0000007138452438,1.0006477358972738
121,-0.002466779807455244,0.9999463622723523,1.0024131420798077
122,-0.0006364060388303616,0.9999993206863671,1.0006357267251975
123,-0.0024266669031191568,1.0000519077806673,1.0024785746837865
124,-0.0006261334153352949,1.0000006469737792,1.0006267803891145
125,-0.0023878355943984797,0.9999497398066091,1.0023375754010075
126,-0.0006161874993814154,0.9999993833454706,1.000615570844852
127,-0.002350228188198744,1.0000486898197563,1.0023989180079549
128,-0.0006065522492721964,1.000000588200506,1.0006071404497783
129,-0.0023137876603488428,0.9999528080905613,1.00226659575091
130,-0.0005972142653253298,0.999999438529545,1.0005966527948704
131,-0.0022784576043460847,1.0000457620718606,1.0023242196762068
132,-0.0005881591747418091,1.000000536335765,1.0005886955105068
133,-0.0022441934271753006,0.99995560375599,1.0021997971831653
134,-0.0005793748153270495,0.999999487320836,1.000578862136163
135,-0.0022109433560599245,1.0000430906615305,1.0022540340175905
136,-0.0005708490609493411,1.0000004903935968,1.0005713394545461
137,-0.0021786635718997194,0.9999581581672268,1.0021368217391264
138,-0.0005625700606410877,0.99999953061885,1.0005621006794911
139,-0.002147312655196243,1.0000406465154024,1.0021879591705987
140,-0.0005545284912588655,1.0000004495521928,1.0005549780434517
141,-0.002116852934100799,0.9999604983046018,1.0020773512387025
142,-0.0005467138598447829,0.999999569175422,1.0005462830352667
143,-0.002087244280565559,1.0000384045679376,1.002125648848503
144,-0.0005391157062242802,1.0000004131228806,1.0005395288291048
145,-0.0020584520975145404,0.9999626474797048,1.0020210995772194
146,-0.0005317264980541636,0.9999996036221999,1.000531330120254
147,-0.0020304440732906714,1.000036343116234,1.0020667871895248
148,-0.0005245374900388344,1.0000003805255917,1.0005249180156306
149,-0.00200318821475276,0.9999646259181219,1.0019678141328745
150,-0.0005175397609638033,0.9999996344924791,1.0005171742534429
151,-0.0019766528255643623,1.0000344432929225,1.002011096118487
152,-0.0005107265436964381,1.0000003512694393,1.0005110778131359
153,-0.0019508135418464523,0.9999664512370207,1.001917264778867
154,-0.0005040902182154028,0.9999996622386382,1.0005037524568536
155,-0.0019256381320478244,1.0000326886329551,1.001958326765003
156,-0.0004976244830038334,1.0000003249370948,1.0004979494200987
157,-0.0019011072000523765,0.9999681388386088,1.0018692460386611
158,-0.0004913223814846379,0.9999996872460952,1.0004910096275799
159,-0.0018771927991727,1.0000310647156612,1.001908257514834
160,-0.00048517785558604976,1.0000003011722476,1.0004854790278337
161,-0.0018538719416243965,0.9999697022361218,1.0018235741777461
162,-0.0004791851249594803,0.9999997098445669,1.0004788949695262
163,-0.0018311224173632734,1.0000295588675687,1.001860681284932
164,-0.0004733382993552526,1.0000002796694498,1.000473617968805
165,-0.001808927047111497,0.9999711533251314,1.001780080372243
166,-0.0004676329533976342,0.999999730317291,1.0004673632706886
167,-0.0017872624867959486,1.000028159914394,1.0018154224011901
168,-0.0004620640260209474,1.0000002601658478,1.0004623241918686
169,-0.0017661091648856764,0.9999725026104851,1.0017386117753708
170,-0.0004566256213716646,0.9999997489084419,1.0004563745298136
171,-0.001745452377344081,1.0000268579731586,1.0017723103505027
172,-0.0004513140681473571,1.0000002424344028,1.0004515565025502
173,-0.0017252733380235807,0.9999737593969548,1.0016990327349784
174,-0.00044612445565855863,0.9999997658293098,1.0004458902849684
175,-0.0017055544063075967,1.0000256442771873,1.001731198683495
176,-0.0004410528992463414,1.0000002262783163,1.0004412791775628
177,-0.001686281077651619,0.9999749319500658,1.0016612130277174
178,-0.00043609493137869437,0.999999781263338,1.0004358761947167
179,-0.0016674389712785231,1.0000245110281243,1.0016919499994028
180,-0.0004312480198433999,1.0000002115264577,1.000431459546301
181,-0.0016490138239523833,0.9999760276323122,1.0016250414562646
182,-0.00042650684949796513,0.9999997953703121,1.00042630221981
183,-0.001630991483558275,1.000023451270415,1.0016544427539733
184,-0.00042186893615975274,1.00000019802952,1.0004220669656796
185,-0.0016133579026101907,0.9999770530190234,1.0015904109216336
186,-0.0004173312968220322,0.9999998082898441,1.0004171395866661
187,-0.001596099923531935,1.0000224587842608,1.0016185587077926
188,-0.00041289055806637,1.000000185656842,1.0004130762149082
189,-0.001579211637445288,0.9999780139972481,1.0015572256346934
190,-0.00040854289614644657,0.9999998201442873,1.000408363040434
191,-0.0015626724982519269,1.0000215279942217,1.0015842004924735
192,-0.00040428575983242343,1.0000001742937643,1.0004044600535966
193,-0.0015464804847044045,0.9999789158504341,1.0015253963351385
194,-0.0004001160274174631,0.999999831041184,1.0003999470686014
195,-0.0015306168087632632,1.000020653890716,1.0015512706994791
196,-0.0003960322870585897,1.0000001638393834,1.000396196126442
197,-0.0015150773018129393,0.9999797633311649,1.0014948406329778
198,-0.0003920307170240389,0.9999998410752893,1.0003918717923133
199,-0.0014998509364636536,1.0000198319624793,1.001519682898943
200,-0.0003881088356492146,1.0000001542046437,1.000388263040293
201,-0.0014849264757419434,0.9999805607239498,1.0014654871996918
202,-0.000384265522816285,0.9999998503303399,1.0003841158531561
203,-0.0014702957328401323,1.0000190581382404,1.0014893538710805
204,-0.00038049728183892073,1.000000145310766,1.000380642592605
205,-0.0014559505826181596,0.9999813118994061,1.0014372624820242
206,-0.0003768018038278198,0.9999998588804921,1.0003766606843199
207,-0.0014418829589622484,1.0000183287362265,1.0014602116951887
208,-0.00037317761537408733,1.000000137087904,1.000373314703278
209,-0.0014280848521360245,0.9999820203614362,1.0014101052135722
210,-0.0003696229383924887,0.9999998667915923,1.0003694897299846
211,-0.001414548306086949,1.0000176404202556,1.0014321887263427
212,-0.00036613504980814726,1.0000001294739276,1.0003662645237357
213,-0.0014012654156714266,0.9999826892880095,1.001383954703681
214,-0.0003627123208899685,0.9999998741222615,1.0003625864431516
215,-0.0013882283239176618,1.0000169901615938,1.0014052184855116
216,-0.00035935290573441137,1.000000122413516,1.0003594753192504
217,-0.0013754335379300708,0.9999833215669901,1.0013587551049201
218,-0.0003560547511281542,0.9999998809247514,1.0003559356758795
219,-0.001362873576225443,1.000016375205495,1.0013792487817204
220,-0.0003528174200133627,1.000000115857258,1.0003529332772714
221,-0.001350537580704081,0.9999839198272727,1.0013344574079768
222,-0.00034963824558453815,0.9999998872458031,1.0003495254913877
223,-0.0013384260913294477,1.000015793042049,1.0013542191333784
224,-0.0003465155301883849,1.0000001097609625,1.0003466252911508
225,-0.0013265280893619003,0.9999844864662113,1.0013110145555733
226,-0.00034344812415254555,0.9999998931272591,1.0003433412514116
227,-0.0013148406834781468,1.0000152413804881,1.0013300820639663
228,-0.00034043517493570485,1.0000001040849829,1.0003405392599185
229,-0.0013033558631346809,0.9999850236736272,1.0012883795367618
230,-0.000337474180389985,0.9999998986066749,1.0003373727870648
231,-0.0012920727579094349,1.0000147181266419,1.0013067908845512
232,-0.0003345641639825869,1.0000000987936928,1.0003346629576755
233,-0.0012809794284812659,0.9999855334530159,1.001266512881497
234,-0.00033170400445847736,0.9999999037178209,1.0003316077222792
235,-0.0012700782610168826,1.0000142213630239,1.0012842996240408
236,-0.00032889244235162485,1.0000000938550677,1.0003289862974194
237,-0.0012593611449709385,0.9999860176402315,1.0012453787852025
238,-0.00032612808581988784,0.9999999084911433,1.000326036576963
239,-0.0012488214846516632,1.0000137493312249,1.0012625708158764
240,-0.0003234094158227063,1.0000000892401977,1.0003234986560203
241,-0.0012384555563280664,0.9999864779200964,1.0012249334764245
242,-0.00032073584983688397,0.9999999129540804,1.0003206488039174
243,-0.0012282625603235453,1.000013300416388,1.0012415629767115
244,-0.00031810691326050744,1.0000000849229942,1.0003181918362547
245,-0.0012182369329230558,0.9999869158410166,1.0012051527739396
246,-0.00031551910913041326,0.9999999171314544,1.0003154362405848
247,-0.0012083730371724166,1.0000128731333089,1.0012212461704812
248,-0.0003129751377424772,1.000000080879819,1.0003130560175615
249,-0.0011986672468766169,0.9999873328280398,1.0011860000749164
250,-0.0003104703930206787,0.9999999210457597,1.0003103914387803
251,-0.0011891159578213961,1.0000124661141871,1.0012015820720086
252,-0.00030800577680528685,1.0000000770892976,1.0003080828661028
253,-0.0011797155869671117,0.9999877301944684,1.0011674457814355
254,-0.0003055805813198531,0.9999999247173763,1.0003055052986962
255,-0.0011704625716771888,1.000012078097622,1.0011825406692991
256,-0.0003031928367127068,1.000000073531973,1.0003032663686857
257,-0.0011613533689047162,0.9999881091522134,1.0011494625211181
258,-0.00030084196221169535,0.9999999281648093,1.000300770127021
259,-0.0011523844544099049,1.0000117079188766,1.0011640923732865
260,-0.00029852729216939267,1.000000070190205,1.0002985974823744
261,-0.0011435523219170407,0.9999884708210349,1.001132023142952
262,-0.0002962480796218636,0.9999999314049314,1.0002961794845533
263,-0.0011348554644696751,1.0000113545011147,1.0011462099655843
264,-0.00029400349944475046,1.0000000670479008,1.0002940705473455
265,-0.0011262923111375889,0.9999888162368432,1.0011151085479808
266,-0.00029179265130541143,0.9999999344530879,1.0002917271043934
267,-0.0011178565028372445,1.0000110168475225,1.0011288733503596
268,-0.00028961456226911375,1.0000000640903903,1.0002896786526594
269,-0.0011095445989408037,0.9999891463590598,1.0010986909580006
270,-0.00028746818915870165,0.9999999373232851,1.0002874055124438
271,-0.0011013531728866766,1.0000106940343156,1.0011120472072024
272,-0.0002853546674838059,1.00000006130431,1.0002854159717938
273,-0.0010932865358129207,0.9999894620774445,1.0010827486132574
274,-0.0002832717316320066,0.9999999400283197,1.0002832117599518
275,-0.0010853363573469776,1.0000103852043845,1.0010957215617315
276,-0.000281217571896919,1.0000000586773918,1.0002812762492888
277,-0.0010774974446285945,0.9999897642178579,1.0010672616624865
278,-0.00027919527558767365,0.9999999425799138,1.0002791378555014
279,-0.0010697745123510738,1.000010089561646,1.001079864073997
280,-0.00027719963133748804,1.0000000561984363,1.000277255829774
281,-0.0010621612279868575,0.9999900535479087,1.0010522147758956
282,-0.0002752344567099052,0.9999999449887791,1.000275179445489
283,-0.0010546509898391454,1.0000098063658394,1.0010644573556786
284,-0.00027329527677644183,1.0000000538571825,1.000273349133959
285,-0.001047253613114918,0.9999903307816576,1.0010375843947725
286,-0.0002713840136151502,0.9999999472647829,1.0002713312783982
287,-0.0010399527278422416,1.0000095349279472,1.0010494876557894
288,-0.0002694995715197823,1.0000000516441947,1.0002695512157145
289,-0.0010327582343197528,0.9999905965841287,1.0010233548184484
290,-0.000267640375854139,0.9999999494169348,1.0002675897927888
291,-0.0010256579956690048,1.0000092746059783,1.0010349326016472
292,-0.00026580622039029667,1.000000049550817,1.0002658557712074
293,-0.0010186588981617728,0.9999908515752597,1.0010095104734216
294,-0.0002639980697565214,0.9999999514535565,1.000263949523313
295,-0.0010117498040438933,1.0000090248011388,1.0010207746051827
296,-0.00026221444044854936,1.0000000475690416,1.00026226200949
297,-0.0010049395729204158,0.9999910963334995,1.0009960359064198
298,-0.0002604545478821496,0.9999999533822901,1.0002604079301722
299,-0.0009982135620745236,1.0000087849544657,1.0010069985165402
300,-0.00025871801301774466,1.000000045691572,1.0002587637045899
301,-0.000991584377768917,0.9999913313991602,1.000982915776929
302,-0.0002570044171312791,0.9999999552101957,1.000256959627327
303,-0.0009850381837178124,1.0000085545435875,1.0009935927273053
304,-0.0002553133032248689,1.0000000439116057,1.0002553572148305
305,-0.0009785775718249567,0.9999915572773288,1.0009701348491538
306,-0.00025364417723189314,0.9999999569437823,1.0002536011210141
307,-0.0009722048431020092,1.0000083330800078,1.0009805379231098
308,-0.0002519965091897225,1.0000000422229154,1.0002520387321052
309,-0.0009659101614642451,0.9999917744406359,1.0009576846021002
310,-0.0002503701839732253,0.999999958589028,1.0002503287730011
311,-0.0009596979929133997,1.0000081201063558,1.0009678180992692
312,-0.0002487657856487524,1.0000000406197134,1.000248806405362
313,-0.0009535679723896573,0.9999919833317006,1.0009455513040901
314,-0.00024718146938995655,0.9999999601515198,1.0002471416209098
315,-0.0009475124845919058,1.0000079151941996,1.0009554276787915
316,-0.00024561657281974014,1.0000000390966544,1.000245655669474
317,-0.0009415306418448233,0.999992184365367,1.0009337150072117
318,-0.0002440706451001251,0.9999999616363822,1.0002440322814823
319,-0.0009356311416748864,1.0000077179417328,1.0009433490834077
320,-0.00024254615561331017,1.0000000376487943,1.0002425838044076
321,-0.000929802719710604,0.9999923779308608,1.0009221806505715
322,-0.00024103933835795122,0.9999999630483793,1.0002410023867374
323,-0.0009240444028120742,1.0000075279719134,1.0009315723747254
324,-0.00023955069611958368,1.0000000362715524,1.000239586967672
325,-0.000918355223133327,0.9999925643935317,1.000910919616665
326,-0.00023808171378930654,0.9999999643919155,1.0002380461057048
327,-0.0009127389632992422,1.0000073449305797,1.000920083893879
328,-0.00023662844022914742,1.0000000349606792,1.0002366634009083
329,-0.0009071923764661372,0.9999927440966975,1.0008999364731637
330,-0.00023519556439682843,0.9999999656711085,1.0002351612355054
331,-0.0009017115610434612,1.0000071684848884,1.0009088800459318
332,-0.00023377721642781069,1.0000000337122332,1.000233810928661
333,-0.0008962955705063003,0.9999929173631903,1.0008892129336966
334,-0.00023237852088497934,0.9999999668897608,1.0002323454106459
335,-0.000890943463143945,1.000006998321692,1.0008979417848358
336,-0.0002309944624514504,1.0000000325225011,1.0002310269849526
337,-0.0008856543019596375,0.9999930844967472,1.0008787387987068
338,-0.00022962783350433114,0.9999999680514047,1.000229595884909
339,-0.0008804271545244657,1.0000068341462645,1.0008872613007889
340,-0.00022827724813179184,1.0000000313881179,1.0002283086362498
341,-0.0008752643742066524,0.9999932457834593,1.000868510157666
342,-0.00022694105541859466,0.9999999691593284,1.000226910214747
343,-0.0008701620160664336,1.0000066756808974,1.000876837696964
344,-0.00022562229494532682,1.0000000303058805,1.0002256526008257
345,-0.0008651184119226052,0.999993401492882,1.0008585199048046
346,-0.00022431834359309955,0.9999999702166144,1.0002242885602075
347,-0.0008601326474006465,1.0000065226638686,1.0008666553112693
348,-0.00022302852897815306,1.0000000292728235,1.0002230578018017
349,-0.0008552038122462413,0.9999935518792381,1.0008487556914845
350,-0.00022175305968930026,0.999999971226127,1.0002217242858165
351,-0.0008503310001892195,1.0000063748482444,1.0008567058484337
352,-0.00022049390445977313,1.0000000282861972,1.000220522190657
353,-0.0008455133088512978,0.9999936971824205,1.0008392104912718
